t,cell_id,mean,area,dff
0,1,4.7504963874816895,3022,
1,1,4.720052719116211,3022,
2,1,4.560555934906006,3022,
3,1,4.808073997497559,3022,
4,1,4.67207145690918,3022,
5,1,4.667108058929443,3022,
6,1,4.9272003173828125,3022,
7,1,4.907677173614502,3022,
8,1,5.134016990661621,3022,
9,1,4.814030647277832,3022,
10,1,4.910985946655273,3022,
11,1,4.997021675109863,3022,
12,1,5.159827709197998,3022,
13,1,5.027796268463135,3022,
14,1,0.0,3022,
15,1,0.0,3022,
16,1,0.0,3022,
17,1,0.0,3022,
18,1,5.616148471832275,3022,
19,1,5.3428192138671875,3022,
20,1,5.419589519500732,3022,
21,1,5.100926399230957,3022,
22,1,5.486433029174805,3022,
23,1,5.575777530670166,3022,
24,1,5.195565700531006,3022,
25,1,5.425546169281006,3022,
26,1,5.115817546844482,3022,
27,1,5.437127590179443,3022,
28,1,5.494043827056885,3022,
29,1,5.478490829467773,3022,
30,1,5.229979991912842,3022,
31,1,5.1737260818481445,3022,
32,1,4.959298610687256,3022,
33,1,5.042686939239502,3022,
34,1,4.978821754455566,3022,
35,1,5.172402381896973,3022,
36,1,5.146591663360596,3022,
37,1,4.91396427154541,3022,
38,1,5.3934478759765625,3022,
39,1,4.865321159362793,3022,
40,1,4.98907995223999,3022,
41,1,5.052614212036133,3022,
42,1,4.707147598266602,3022,
43,1,4.9030442237854,3022,
44,1,4.874255657196045,3022,
45,1,4.8517537117004395,3022,
46,1,4.770350933074951,3022,
47,1,4.748510837554932,3022,
48,1,4.912971496582031,3022,
49,1,4.897418975830078,3022,
50,1,4.797815799713135,3022,
51,1,4.810390472412109,3022,
52,1,4.377895355224609,3022,
53,1,4.82031774520874,3022,
54,1,4.722700119018555,3022,
55,1,4.6737260818481445,3022,
56,1,4.857048511505127,3022,
57,1,4.753143787384033,3022,
58,1,4.73957633972168,3022,
59,1,4.76571798324585,3022,
60,1,4.956320285797119,3022,
61,1,4.75281286239624,3022,
62,1,5.093977451324463,3022,
63,1,4.982792854309082,3022,
64,1,5.188616752624512,3022,
65,1,5.107213973999023,3022,
66,1,5.099271774291992,3022,
67,1,4.765056133270264,3022,
68,1,5.265056133270264,3022,
69,1,5.137657165527344,3022,
70,1,4.916611671447754,3022,
71,1,5.1743879318237305,3022,
72,1,5.28656530380249,3022,
73,1,5.363997459411621,3022,
74,1,5.166446208953857,3022,
75,1,4.863666534423828,3022,
76,1,4.976505756378174,3022,
77,1,4.831568717956543,3022,
78,1,5.017538070678711,3022,
79,1,4.7918596267700195,3022,
80,1,5.285903453826904,3022,
81,1,4.844473838806152,3022,
82,1,4.811052322387695,3022,
83,1,4.875909805297852,3022,
84,1,5.0,3022,
85,1,4.9275312423706055,3022,
86,1,5.175711631774902,3022,
87,1,5.129715442657471,3022,
88,1,4.975512981414795,3022,
89,1,5.10886812210083,3022,
90,1,4.755128860473633,3022,
91,1,4.812376022338867,3022,
92,1,4.928854942321777,3022,
93,1,4.831899166107178,3022,
94,1,4.8669753074646,3022,
95,1,0.0,3022,
96,1,0.0,3022,
97,1,0.0,3022,
98,1,0.0,3022,
99,1,0.006287226919084787,3022,
100,1,10.771343231201172,3022,
101,1,12.955658912658691,3022,
102,1,12.84083366394043,3022,
103,1,12.316678047180176,3022,
104,1,12.635340690612793,3022,
105,1,12.473196983337402,3022,
106,1,12.840502738952637,3022,
107,1,12.82561206817627,3022,
108,1,13.194242477416992,3022,
109,1,12.803441047668457,3022,
110,1,12.5314359664917,3022,
111,1,12.837855339050293,3022,
112,1,13.413633346557617,3022,
113,1,13.33454704284668,3022,
114,1,13.394440650939941,3022,
115,1,13.78855037689209,3022,
116,1,13.745532989501953,3022,
117,1,13.070152282714844,3022,
118,1,13.556916236877441,3022,
119,1,13.633355140686035,3022,
120,1,13.50330924987793,3022,
121,1,13.725678443908691,3022,
122,1,14.274983406066895,3022,
123,1,14.38021183013916,3022,
124,1,13.784579277038574,3022,
125,1,14.2385835647583,3022,
126,1,13.882859230041504,3022,
127,1,13.766711235046387,3022,
128,1,14.212773323059082,3022,
129,1,14.175711631774902,3022,
130,1,14.182660102844238,3022,
131,1,14.187954902648926,3022,
132,1,14.58603572845459,3022,
133,1,14.727333068847656,3022,
134,1,14.319655418395996,3022,
135,1,14.581071853637695,3022,
136,1,14.145930290222168,3022,
137,1,14.587359428405762,3022,
138,1,14.886499404907227,3022,
139,1,14.517538070678711,3022,
140,1,13.716743469238281,3022,
141,1,14.077432632446289,3022,
142,1,14.07412338256836,3022,
143,1,13.845135688781738,3022,
144,1,13.951356887817383,3022,
145,1,13.754467010498047,3022,
146,1,13.858702659606934,3022,
147,1,13.587028503417969,3022,
148,1,14.184314727783203,3022,
149,1,14.20814037322998,3022,
150,1,14.0314359664917,3022,
151,1,13.559232711791992,3022,
152,1,13.115486145019531,3022,
153,1,13.44440746307373,3022,
154,1,13.188947677612305,3022,
155,1,13.379880905151367,3022,
156,1,12.484447479248047,3022,
157,1,12.776968955993652,3022,
158,1,12.281932830810547,3022,
159,1,12.01853084564209,3022,
160,1,12.803441047668457,3022,
161,1,12.068166732788086,3022,
162,1,11.87458610534668,3022,
163,1,0.0,3022,
164,1,0.0,3022,
165,1,0.0,3022,
166,1,0.0,3022,
167,1,10.780278205871582,3022,
168,1,10.954666137695312,3022,
169,1,10.598609924316406,3022,
170,1,10.56419563293457,3022,
171,1,10.500330924987793,3022,
172,1,10.288219451904297,3022,
173,1,10.660490036010742,3022,
174,1,10.860026359558105,3022,
175,1,11.684314727783203,3022,
176,1,12.636664390563965,3022,
177,1,12.759430885314941,3022,
178,1,12.534414291381836,3022,
179,1,13.661482810974121,3022,
180,1,13.917935371398926,3022,
181,1,14.03706169128418,3022,
182,1,13.403044700622559,3022,
183,1,13.302448272705078,3022,
184,1,14.205162048339844,3022,
185,1,13.805426597595215,3022,
186,1,13.602250099182129,3022,
187,1,14.169754981994629,3022,
188,1,14.757776260375977,3022,
189,1,14.668431282043457,3022,
190,1,14.300463676452637,3022,
191,1,14.442421913146973,3022,
192,1,14.282594680786133,3022,
193,1,15.128392219543457,3022,
194,1,14.016545295715332,3022,
195,1,14.308735847473145,3022,
196,1,13.911978721618652,3022,
197,1,14.958967208862305,3022,
198,1,14.127730369567871,3022,
199,1,14.222369194030762,3022,
200,1,14.237590789794922,3022,
201,1,14.507942199707031,3022,
202,1,14.563533782958984,3022,
203,1,14.490073204040527,3022,
204,1,14.727333068847656,3022,
205,1,14.872931480407715,3022,
206,1,14.611185073852539,3022,
207,1,14.638649940490723,3022,
208,1,15.09265422821045,3022,
209,1,14.79516887664795,3022,
210,1,14.922567367553711,3022,
211,1,14.455989837646484,3022,
212,1,15.06187915802002,3022,
213,1,14.66876220703125,3022,
214,1,15.367968559265137,3022,
215,1,15.21475887298584,3022,
216,1,14.77663803100586,3022,
217,1,15.234612464904785,3022,
218,1,15.47286605834961,3022,
219,1,15.613500595092773,3022,
220,1,15.06419563293457,3022,
221,1,15.262409210205078,3022,
222,1,15.096624374389648,3022,
223,1,14.97187328338623,3022,
224,1,15.22435474395752,3022,
225,1,14.76373291015625,3022,
226,1,15.335539817810059,3022,
227,1,15.441429138183594,3022,
228,1,15.555923461914062,3022,
229,1,15.590337753295898,3022,
230,1,15.558570861816406,3022,
231,1,15.365321159362793,3022,
232,1,15.726009368896484,3022,
233,1,15.535076141357422,3022,
0,2,4.532240390777588,915,-0.5944651365280151
1,2,4.63497257232666,915,-0.5852728486061096
2,2,4.7398905754089355,915,-0.5758850574493408
3,2,4.351912498474121,915,-0.610600471496582
4,2,4.834972858428955,915,-0.5673772692680359
5,2,4.425136566162109,915,-0.6040485501289368
6,2,4.724590301513672,915,-0.577254056930542
7,2,4.553005695343018,915,-0.5926070809364319
8,2,4.931147575378418,915,-0.5587717890739441
9,2,4.4590163230896,915,-0.6010170578956604
10,2,4.061202049255371,915,-0.636612594127655
11,2,3.9989070892333984,915,-0.6421865820884705
12,2,4.3387980461120605,915,-0.6117739081382751
13,2,4.021857738494873,915,-0.6401330232620239
14,2,0.0,915,-1.0
15,2,0.0,915,-1.0
16,2,0.0,915,-1.0
17,2,0.0,915,-1.0
18,2,4.271038055419922,915,-0.6178368926048279
19,2,4.561748504638672,915,-0.5918247699737549
20,2,4.295082092285156,915,-0.6156855225563049
21,2,4.34426212310791,915,-0.6112849712371826
22,2,4.535519123077393,915,-0.5941717624664307
23,2,4.755191326141357,915,-0.5745159387588501
24,2,4.279781341552734,915,-0.6170545816421509
25,2,4.385792255401611,915,-0.6075689792633057
26,2,4.208743095397949,915,-0.6234109401702881
27,2,4.254644870758057,915,-0.6193037629127502
28,2,4.049180507659912,915,-0.6376882195472717
29,2,4.345355033874512,915,-0.611187219619751
30,2,4.2349724769592285,915,-0.6210640072822571
31,2,4.1934428215026855,915,-0.624779999256134
32,2,4.336612224578857,915,-0.6119694709777832
33,2,4.573770523071289,915,-0.5907490849494934
34,2,3.992349624633789,915,-0.6427733302116394
35,2,4.755191326141357,915,-0.5745159387588501
36,2,4.571584701538086,915,-0.5909446477890015
37,2,4.2819671630859375,915,-0.6168590188026428
38,2,4.14863395690918,915,-0.6287893652915955
39,2,4.379234790802002,915,-0.6081557273864746
40,2,4.43934440612793,915,-0.6027772426605225
41,2,4.091803073883057,915,-0.6338744759559631
42,2,3.8830602169036865,915,-0.6525523066520691
43,2,4.382513523101807,915,-0.6078623533248901
44,2,4.406557559967041,915,-0.6057109236717224
45,2,4.327868938446045,915,-0.612751841545105
46,2,4.528961658477783,915,-0.5947585105895996
47,2,4.16174840927124,915,-0.6276159286499023
48,2,4.636065483093262,915,-0.585175096988678
49,2,4.2131147384643555,915,-0.6230197548866272
50,2,4.199999809265137,915,-0.6241932511329651
51,2,4.746448040008545,915,-0.5752983093261719
52,2,4.133333206176758,915,-0.6301584243774414
53,2,4.390163898468018,915,-0.6071777939796448
54,2,4.1836066246032715,915,-0.6256600618362427
55,2,4.551912784576416,915,-0.5927048921585083
56,2,4.484152793884277,915,-0.598767876625061
57,2,4.898360729217529,915,-0.561705470085144
58,2,4.628415107727051,915,-0.5858595967292786
59,2,4.286338806152344,915,-0.6164678335189819
60,2,4.356284141540527,915,-0.6102092862129211
61,2,4.565027236938477,915,-0.5915313959121704
62,2,4.349726676940918,915,-0.6107960343360901
63,2,4.532240390777588,915,-0.5944651365280151
64,2,4.264481067657471,915,-0.6184236407279968
65,2,4.404371738433838,915,-0.6059064865112305
66,2,4.01967191696167,915,-0.640328586101532
67,2,4.297267913818359,915,-0.6154899001121521
68,2,4.2349724769592285,915,-0.6210640072822571
69,2,4.123497486114502,915,-0.6310385465621948
70,2,4.2054643630981445,915,-0.6237043142318726
71,2,4.240437030792236,915,-0.6205750107765198
72,2,4.381420612335205,915,-0.6079601049423218
73,2,4.268852233886719,915,-0.6180325150489807
74,2,4.165027141571045,915,-0.6273225545883179
75,2,4.118032932281494,915,-0.6315274834632874
76,2,4.2306013107299805,915,-0.6214551329612732
77,2,3.483060121536255,915,-0.6883434653282166
78,2,4.277595520019531,915,-0.6172501444816589
79,2,4.130054473876953,915,-0.6304517984390259
80,2,4.446994304656982,915,-0.6020927429199219
81,2,3.9169399738311768,915,-0.6495208740234375
82,2,3.778141975402832,915,-0.6619401574134827
83,2,4.180327892303467,915,-0.6259534358978271
84,2,3.889617443084717,915,-0.6519656181335449
85,2,3.862295150756836,915,-0.6544103622436523
86,2,4.239344120025635,915,-0.6206728219985962
87,2,4.445901870727539,915,-0.6021904945373535
88,2,3.7497267723083496,915,-0.6644827127456665
89,2,3.8065574169158936,915,-0.6593976020812988
90,2,4.2994537353515625,915,-0.615294337272644
91,2,3.987978219985962,915,-0.6431645154953003
92,2,3.644808769226074,915,-0.6738705635070801
93,2,4.203278541564941,915,-0.6238998770713806
94,2,4.403278827667236,915,-0.6060042977333069
95,2,0.0,915,-1.0
96,2,0.0,915,-1.0
97,2,0.0,915,-1.0
98,2,0.0,915,-1.0
99,2,0.0,915,-1.0
100,2,10.978141784667969,915,-0.01770004630088806
101,2,11.7551908493042,915,0.051828593015670776
102,2,11.540983200073242,915,0.032661765813827515
103,2,11.380328178405762,915,0.018286706879734993
104,2,11.786885261535645,915,0.05466454103589058
105,2,11.180327415466309,915,0.0003910796658601612
106,2,11.184699058532715,915,0.0007822446641512215
107,2,10.900546073913574,915,-0.02464313805103302
108,2,11.324589729309082,915,0.013299353420734406
109,2,10.56065559387207,915,-0.05505578964948654
110,2,10.955191612243652,915,-0.019753577187657356
111,2,12.030601501464844,915,0.0764717310667038
112,2,10.629508018493652,915,-0.04889502748847008
113,2,10.87868881225586,915,-0.02659887820482254
114,2,11.112567901611328,915,-0.005671892315149307
115,2,10.864480972290039,915,-0.027870165184140205
116,2,10.838251113891602,915,-0.030217153951525688
117,2,11.175956726074219,915,0.0
118,2,11.313661575317383,915,0.012321527116000652
119,2,10.475409507751465,915,-0.06268342584371567
120,2,11.779234886169434,915,0.05398000031709671
121,2,10.901638984680176,915,-0.024545347318053246
122,2,11.253551483154297,915,0.006943007931113243
123,2,11.355191230773926,915,0.016037508845329285
124,2,11.342076301574707,915,0.014864013530313969
125,2,11.295082092285156,915,0.01065907534211874
126,2,12.378142356872559,915,0.10756891965866089
127,2,11.23060131072998,915,0.004889477044343948
128,2,11.29071044921875,915,0.010267910547554493
129,2,11.375956535339355,915,0.017895542085170746
130,2,11.533333778381348,915,0.03197731077671051
131,2,11.332240104675293,915,0.013983892276883125
132,2,10.809836387634277,915,-0.032759640365839005
133,2,11.444808959960938,915,0.02405630610883236
134,2,10.794535636901855,915,-0.034128718078136444
135,2,10.846994400024414,915,-0.029434824362397194
136,2,11.300546646118164,915,0.011148031800985336
137,2,11.805464744567871,915,0.05632699280977249
138,2,10.896174430847168,915,-0.025034302845597267
139,2,11.37923526763916,915,0.01818891614675522
140,2,11.990163803100586,915,0.0728534534573555
141,2,11.558469772338867,915,0.0342264249920845
142,2,10.829507827758789,915,-0.03099948540329933
143,2,11.320219039916992,915,0.012908274307847023
144,2,12.075409889221191,915,0.08048108965158463
145,2,10.871038436889648,915,-0.02728341706097126
146,2,10.974863052368164,915,-0.017993418499827385
147,2,10.693988800048828,915,-0.04312542825937271
148,2,10.801093101501465,915,-0.0335419699549675
149,2,10.524590492248535,915,-0.05828281491994858
150,2,10.693988800048828,915,-0.04312542825937271
151,2,11.259016036987305,915,0.007431964389979839
