lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,cell_area_mbppdg_px,cell_area_ppkm2_px,num_nuclei,mbp_area_px,pdgfra_area_px,o4_area_px,ppkm2_area_px,morph_all_num_proc,morph_all_num_branch3_px,morph_all_num_branch4_px,morph_all_avg_segment_len_px,morph_all_convexity_ratio,morph_all_max_r_px,morph_all_AUC,morph_all_Imax,morph_all_Rmax_px,morph_all_CriticalValue,morph_mbppdg_num_proc,morph_mbppdg_num_branch3_px,morph_mbppdg_num_branch4_px,morph_mbppdg_avg_segment_len_px,morph_mbppdg_convexity_ratio,morph_mbppdg_max_r_px,morph_mbppdg_AUC,morph_mbppdg_Imax,morph_mbppdg_Rmax_px,morph_mbppdg_CriticalValue,morph_ppkm2_num_proc,morph_ppkm2_num_branch3_px,morph_ppkm2_num_branch4_px,morph_ppkm2_avg_segment_len_px,morph_ppkm2_convexity_ratio,morph_ppkm2_max_r_px,morph_ppkm2_AUC,morph_ppkm2_Imax,morph_ppkm2_Rmax_px,morph_ppkm2_CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,o4_mean_in,o4_mean_bg,o4_int_ratio,ppkm2_mean_in,ppkm2_mean_bg,ppkm2_int_ratio,ppkm2_nuc_mean_in,ppkm2_nuc_mean_bg,ppkm2_nuc_int_ratio
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,2,11501,4472,4472,97,0,4472,0,0,97,21,69,12,9.176470588235292,2.4027280858676208,88,395.0,15.0,50.0,45.0,21,69,12,9.176470588235292,2.4027280858676208,88,395.0,15.0,50.0,45.0,6,0,0,7.0,10.45360824742268,88,27.5,3.0,10.0,26.25,3103.862924865832,1992.0,1.55816411890855,2582.0574686940968,2470.0,1.045367396232428,7520.512745974956,4399.0,1.709595986809492,4517.497093023256,4096.0,1.1029045637263808,,4096.0,
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,4,41076,38644,34168,34839,2,34168,22,21605,34839,19,96,22,18.44776119402985,1.1472673636269537,151,487.5,22.0,120.0,72.5,54,225,52,11.635761589403971,1.289598454694451,156,657.5,20.0,110.0,75.0,11,51,9,23.4,1.180573495220873,141,392.5,13.0,120.0,67.5,6117.598835167408,1992.0,3.07108375259408,2855.0,2470.0,1.1558704453441295,9057.56625384114,4399.0,2.0590057408140803,7757.606019045647,4096.0,1.8939467819935665,10715.164670658683,4096.0,2.61600699967253
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,5,7137,3816,5,3811,0,0,5,0,3811,10,18,4,18.571428571428573,1.7675576519916143,108,222.5,5.0,70.0,52.5,2,0,0,5.0,1.0,12,0.0,0.0,5.0,,8,18,4,19.615384615384617,1.7229073733928102,108,212.5,5.0,70.0,52.5,2217.395964360587,1992.0,1.1131505845183671,2830.4,2470.0,1.1459109311740892,7379.134696016771,4399.0,1.6774573075737147,5303.802410901468,4096.0,1.2948736354739911,,4096.0,
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,6,35106,26061,24753,20278,1,24753,0,8752,20278,34,114,36,16.188235294117646,1.421395955642531,152,602.5,15.0,90.0,72.5,43,152,48,13.297297297297296,1.496101482648568,155,647.5,14.0,100.0,75.0,17,44,17,21.289473684210527,1.5699773153170924,125,482.5,13.0,80.0,60.0,8791.78362218721,1992.0,4.413545995073901,2476.272360999194,2470.0,1.0025394174085809,8760.686357404022,4399.0,1.991517698887025,7104.994397759104,4096.0,1.7346177728904062,9395.337729816149,4096.0,2.293783625443395
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,7,3319,2261,1210,2001,1,0,1210,280,2001,11,19,3,11.066666666666666,1.3931888544891642,49,147.5,9.0,30.0,22.5,11,13,1,8.846153846153847,1.5214876033057851,69,92.5,5.0,20.0,32.5,6,8,0,15.0,1.5147426286856571,49,122.5,9.0,30.0,22.5,1992.557717823972,1992.0,1.000279978827295,3205.9256198347107,2470.0,1.2979455950747816,7599.743682310469,4399.0,1.727607111232205,5237.360017691287,4096.0,1.2786523480691618,4907.148293963254,4096.0,1.1980342514558726
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,8,18103,10880,2,10880,1,2,0,4761,10880,18,70,10,12.0,1.553125,111,317.5,7.0,65.0,52.5,2,0,0,2.0,1.0,11,0.0,0.0,5.0,,18,70,10,12.0,1.553125,111,317.5,7.0,65.0,52.5,2040.0,1992.0,1.0240963855421688,2624.4554227941176,2470.0,1.0625325598356752,9136.832479508195,4399.0,2.077024887362627,5959.401286764706,4096.0,1.4549319547765396,5310.209009009009,4096.0,1.29643774634009
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,9,47955,46521,37226,46250,6,37226,5,38893,46250,14,51,13,30.64864864864865,1.1355731820038262,167,432.5,10.0,125.0,80.0,72,370,101,9.193548387096774,1.402890452909257,167,847.5,17.0,120.0,80.0,10,53,14,32.388888888888886,1.142227027027027,168,457.5,13.0,125.0,80.0,4204.590581851394,1992.0,2.1107382439013023,2839.8,2470.0,1.1497165991902836,9077.13665412565,4399.0,2.063454570158138,9148.283377399452,4096.0,2.233467621435413,10548.774113151116,4096.0,2.5753843049685345
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,10,10297,10274,666,10274,1,531,138,3143,10274,5,9,1,32.0,1.1030757251313996,98,247.5,14.0,65.0,47.5,7,1,0,9.0,2.4624624624624625,80,82.5,4.0,45.0,38.18181818181818,5,9,1,32.0,1.1030757251313996,98,247.5,14.0,65.0,47.5,2954.0508474576272,1992.0,1.4829572527397727,2754.5,2470.0,1.115182186234818,8807.475660197264,4399.0,2.0021540486922627,7826.464278761923,4096.0,1.9107578805571104,8898.598066298342,4096.0,2.1725092935298687
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,11,7895,4421,0,4421,0,0,0,0,4421,13,39,12,12.708333333333334,1.778556887581995,90,247.5,6.0,45.0,42.5,0,0,0,0.0,,0,0.0,0.0,,,13,39,12,12.708333333333334,1.778556887581995,90,247.5,6.0,45.0,42.5,2403.897986880796,1992.0,1.2067760978317248,2551.4143858855464,2470.0,1.032961289832205,6125.192716579959,4399.0,1.392405709611266,5461.52092286813,4096.0,1.333379131559602,,4096.0,
C:\Users\JackM\5C_signalling\ppkm2\N4_0929_pPKM2.lif,N4_0929_pPKM2,0,RWT9996/7/R1,N4_0929_pPKM2_S1_RWT9996_7_R1,12,12112,12112,5550,12112,0,2141,3812,6574,12112,2,0,0,117.0,1.0256770145310437,89,182.5,10.0,60.0,42.5,30,88,19,8.147540983606557,2.065585585585586,114,342.5,9.0,35.0,55.0,2,0,0,117.0,1.0256770145310437,89,182.5,10.0,60.0,42.5,2716.0495095749648,1992.0,1.3634786694653438,4821.623032528856,2470.0,1.9520741022384036,9617.13705506541,4399.0,2.186209832931441,10237.54788639366,4096.0,2.499401339451577,,4096.0,
