lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,cell_area_mbppdg_px,cell_area_ppkm2_px,num_nuclei,mbp_area_px,pdgfra_area_px,o4_area_px,ppkm2_area_px,morph_all_num_proc,morph_all_num_branch3_px,morph_all_num_branch4_px,morph_all_avg_segment_len_px,morph_all_convexity_ratio,morph_all_max_r_px,morph_all_AUC,morph_all_Imax,morph_all_Rmax_px,morph_all_CriticalValue,morph_mbppdg_num_proc,morph_mbppdg_num_branch3_px,morph_mbppdg_num_branch4_px,morph_mbppdg_avg_segment_len_px,morph_mbppdg_convexity_ratio,morph_mbppdg_max_r_px,morph_mbppdg_AUC,morph_mbppdg_Imax,morph_mbppdg_Rmax_px,morph_mbppdg_CriticalValue,morph_ppkm2_num_proc,morph_ppkm2_num_branch3_px,morph_ppkm2_num_branch4_px,morph_ppkm2_avg_segment_len_px,morph_ppkm2_convexity_ratio,morph_ppkm2_max_r_px,morph_ppkm2_AUC,morph_ppkm2_Imax,morph_ppkm2_Rmax_px,morph_ppkm2_CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,o4_mean_in,o4_mean_bg,o4_int_ratio,ppkm2_mean_in,ppkm2_mean_bg,ppkm2_int_ratio,ppkm2_nuc_mean_in,ppkm2_nuc_mean_bg,ppkm2_nuc_int_ratio
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,1,11115,10407,8057,9837,1,0,8057,2315,9837,5,24,4,9.38888888888889,1.0708177188430863,78,237.5,26.0,60.0,35.0,11,55,16,8.868421052631579,1.1442224152910512,71,182.5,10.0,50.0,32.5,3,6,4,19.666666666666668,1.05032021957914,79,202.5,13.0,55.0,37.5,2372.66455270491,2167.0,1.0949075000945592,7425.273302718133,2375.0,3.126430864302372,4315.631101511879,3729.0,1.157315929608978,4250.69270683194,2598.0,1.636140379842933,4163.3584251968505,2598.0,1.6025244130857776
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,2,60016,55181,44766,54256,0,44766,0,38628,54256,12,56,10,21.325,1.0965006070930212,170,412.5,16.0,135.0,82.5,29,172,34,16.486486486486488,1.2353795291069114,178,692.5,15.0,125.0,85.0,11,62,12,18.069767441860463,1.086349896785609,171,427.5,16.0,130.0,82.5,5698.530983335567,2167.0,2.629686655900123,2501.487867200667,2375.0,1.053258049347649,4437.800689333471,3729.0,1.1900779536962915,4389.694532538374,2598.0,1.6896437769585737,,2598.0,
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,3,41446,41356,24575,41356,1,24504,1230,17722,41356,4,24,8,38.35714285714285,1.0192716897185414,145,322.5,20.0,115.0,70.0,46,125,31,15.051020408163266,1.6348321464903357,138,897.5,19.0,80.0,67.5,4,24,8,38.35714285714285,1.0192716897185414,145,322.5,20.0,115.0,70.0,4501.097208619001,2167.0,2.0771099255279197,3508.1,2375.0,1.4770947368421052,4216.9561915556815,3729.0,1.130854435922682,4545.029959377116,2598.0,1.749434164502354,5409.682627849071,2598.0,2.082248894476163
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,4,13629,13629,5946,13628,1,5946,0,2731,13628,2,0,0,191.0,1.059505466285127,109,212.5,7.0,55.0,52.5,19,39,5,14.517241379310343,2.2061890346451394,121,432.5,11.0,110.0,57.5,2,0,0,191.0,1.059583211036102,109,212.5,7.0,55.0,52.5,3542.409687184662,2167.0,1.6347068238046432,2659.422261354465,2375.0,1.1197567416229326,4110.534236543391,3729.0,1.1023154294833442,4670.82405165456,2598.0,1.7978537535236951,5165.461281826163,2598.0,1.9882452970847435
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,5,44005,40914,29572,39939,2,29539,36,36271,39939,20,65,13,23.93478260869565,1.124578383927262,162,572.5,27.0,110.0,77.5,48,214,68,12.61744966442953,1.503753550656026,163,852.5,22.0,110.0,77.5,16,64,14,23.066666666666663,1.1287964145321616,164,497.5,28.0,110.0,80.0,5952.961914756762,2167.0,2.7470982532333927,2939.083333333333,2375.0,1.2375087719298246,4374.021991689516,3729.0,1.1729745217724634,4512.198538397614,2598.0,1.7367969739790663,5475.734907432251,2598.0,2.1076731745312745
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,6,33742,31878,19346,31550,1,19346,0,27818,31550,11,42,9,25.65625,1.27702490745969,222,522.5,25.0,110.0,107.5,35,100,25,15.61038961038961,2.0108032668251834,237,757.5,8.0,135.0,119.76744186046513,11,41,9,25.0,1.2902377179080824,223,407.5,9.0,110.0,107.5,4476.608446190427,2167.0,2.065809158371217,2571.7614655875527,2375.0,1.0828469328789696,4341.032945950931,3729.0,1.1641279018372033,4700.204655248133,2598.0,1.8091626848530151,5681.611635523021,2598.0,2.1869174886539726
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,7,59550,55865,47183,54312,1,47183,0,59177,54312,16,78,14,22.307692307692307,1.1077239774456278,207,517.5,21.0,160.0,100.0,37,295,66,13.379888268156424,1.3076531801708242,211,797.5,19.0,105.0,102.5,20,103,31,20.15873015873016,1.1249815878627192,209,492.5,10.0,155.0,102.5,6203.231248542907,2167.0,2.862589408649242,2653.214463438647,2375.0,1.117142931974167,4591.875529015135,3729.0,1.2313959584379552,4788.976479011903,2598.0,1.843331978064628,6799.421686746988,2598.0,2.6171753990558075
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,8,11039,8517,6339,7309,0,6339,0,10095,7309,19,84,21,8.482758620689655,1.2541974873781847,93,217.5,8.0,45.0,42.5,19,62,17,9.5625,1.6076668244202557,94,277.5,10.0,50.0,45.0,11,54,17,10.08108108108108,1.167875222328636,88,182.5,5.0,40.0,40.0,5137.244360309197,2167.0,2.370671139967327,2463.7944111776446,2375.0,1.0373871204958505,4660.132013602138,3729.0,1.2497001913655506,3505.446401315017,2598.0,1.3492865286047024,,2598.0,
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,9,82739,67651,62536,59265,1,62536,0,55144,59265,38,271,79,14.895348837209305,1.241445063635423,202,742.5,18.0,150.0,97.5,48,339,96,13.452054794520548,1.3306895228348472,202,877.5,19.0,145.0,97.5,32,265,91,15.285714285714286,1.2451868725217246,204,722.5,14.0,155.0,100.0,7316.709799155687,2167.0,3.3764235344511704,2490.989046725104,2375.0,1.0488374933579383,4377.289424422156,3729.0,1.1738507440123775,4190.390873749095,2598.0,1.612929512605502,6197.963860636226,2598.0,2.385667382846892
C:\Users\JackM\5C_signalling\ppkm2\N6_1013_pPKM2.lif,N6_1013_pPKM2,2,RWT9996/7/R19,N6_1013_pPKM2_S3_RWT9996_7_R19,10,45421,34215,14685,33199,1,14685,0,18083,33199,30,212,53,11.983050847457626,1.242028350138828,151,602.5,21.0,105.0,72.5,43,167,44,9.211009174311927,2.2496424923391216,146,667.5,18.0,75.0,70.0,29,168,46,13.14,1.2658513810656948,151,587.5,15.0,100.0,72.5,3244.5354443309498,2167.0,1.497247551606345,2537.775478591261,2375.0,1.0685370436173731,4278.93280248592,3729.0,1.1474746051182407,4170.182230016075,2598.0,1.6051509738322074,5259.296310170444,2598.0,2.024363475816183
