lif_path,lif_name,scene_idx,series_name,base_name,cell_id,cellpose_area_px,cell_area_px,cell_area_mbppdg_px,cell_area_ppkm2_px,num_nuclei,mbp_area_px,pdgfra_area_px,o4_area_px,ppkm2_area_px,morph_all_num_proc,morph_all_num_branch3_px,morph_all_num_branch4_px,morph_all_avg_segment_len_px,morph_all_convexity_ratio,morph_all_max_r_px,morph_all_AUC,morph_all_Imax,morph_all_Rmax_px,morph_all_CriticalValue,morph_mbppdg_num_proc,morph_mbppdg_num_branch3_px,morph_mbppdg_num_branch4_px,morph_mbppdg_avg_segment_len_px,morph_mbppdg_convexity_ratio,morph_mbppdg_max_r_px,morph_mbppdg_AUC,morph_mbppdg_Imax,morph_mbppdg_Rmax_px,morph_mbppdg_CriticalValue,morph_ppkm2_num_proc,morph_ppkm2_num_branch3_px,morph_ppkm2_num_branch4_px,morph_ppkm2_avg_segment_len_px,morph_ppkm2_convexity_ratio,morph_ppkm2_max_r_px,morph_ppkm2_AUC,morph_ppkm2_Imax,morph_ppkm2_Rmax_px,morph_ppkm2_CriticalValue,mbp_mean_in,mbp_mean_bg,mbp_int_ratio,pdg_mean_in,pdg_mean_bg,pdg_int_ratio,o4_mean_in,o4_mean_bg,o4_int_ratio,ppkm2_mean_in,ppkm2_mean_bg,ppkm2_int_ratio,ppkm2_nuc_mean_in,ppkm2_nuc_mean_bg,ppkm2_nuc_int_ratio
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,1,30871,19049,9731,18036,0,9688,43,12846,18036,25,82,25,12.559322033898304,1.5544123051078798,139,452.5,11.0,115.0,67.5,21,110,23,11.823529411764708,2.907101017367177,143,527.5,8.0,100.0,62.91666666666666,20,80,25,12.592592592592592,1.510589931248614,138,372.5,9.0,105.0,65.0,3391.8049132947976,2343.0,1.4476333390075962,3437.186046511628,2964.0,1.159644415152371,6312.889835858586,5052.0,1.2495823111359037,6141.830069819938,4319.0,1.4220491016022083,,4319.0,
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,2,25895,15837,9693,14287,0,144,9692,0,14287,23,81,29,12.627118644067796,1.4439603460251311,129,412.5,9.0,45.0,62.5,27,132,41,8.911111111111111,2.0425049004436198,137,527.5,15.0,70.0,65.0,24,46,8,16.15,1.552740253377196,133,367.5,9.0,90.0,62.5,2496.972222222222,2343.0,1.065715843884858,5649.926640528271,2964.0,1.906183077101306,7511.154448443518,5052.0,1.4867684973166109,6534.939950748248,4319.0,1.513067828374218,,4319.0,
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,3,33646,30439,18978,29006,2,17479,9058,31637,29006,15,71,16,20.666666666666668,1.1404119714839516,146,447.5,13.0,110.0,70.0,34,154,47,12.524271844660197,1.6340499525766676,145,737.5,18.0,80.0,70.0,13,55,7,22.65714285714286,1.1051506584844517,142,402.5,18.0,100.0,67.5,6016.930030322101,2343.0,2.5680452540854035,6365.036542283065,2964.0,2.147448226141385,9097.971716120075,5052.0,1.8008653436500548,7244.101383094057,4319.0,1.6772635756179803,7578.214978141038,4319.0,1.754622592762454
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,4,7589,7329,4743,6718,0,2968,3642,0,6718,3,1,0,46.66666666666666,1.0564879246827672,68,207.5,16.0,45.0,30.0,8,28,6,15.833333333333334,1.260594560404807,65,147.5,7.0,45.0,30.0,2,6,0,48.25,1.082316165525454,69,157.5,8.0,50.0,32.5,3151.729784366577,2343.0,1.345168495248219,4834.462932454695,2964.0,1.6310603685744585,6320.004502660663,5052.0,1.2509905983097116,5939.462273161414,4319.0,1.3751938581063703,,4319.0,
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,5,12755,9847,4699,9441,0,3008,2609,10387,9441,16,36,13,15.7,1.2424088554889814,99,357.5,13.0,70.0,47.5,14,50,11,11.451612903225806,1.679719089167908,82,237.5,8.0,45.0,37.5,15,31,4,16.782608695652176,1.247431416163542,97,312.5,19.0,70.0,45.0,3170.261968085106,2343.0,1.3530780913722178,4560.323112303565,2964.0,1.5385705507097047,7503.302484113229,5052.0,1.4852142684309635,6397.95074642023,4319.0,1.4813500223246654,,4319.0,
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,6,18025,15478,11907,14539,1,8407,9207,309,14539,17,51,22,12.833333333333334,1.179803592195374,131,377.5,10.0,90.0,62.5,44,131,27,8.76,1.4969345762996558,129,567.5,14.0,45.0,62.5,13,45,10,14.933333333333334,1.231790356970906,129,302.5,6.0,65.0,62.5,2755.629237540145,2343.0,1.1761114970295112,8052.747148908439,2964.0,2.716851264813913,5464.0,5052.0,1.0815518606492478,7180.678899082569,4319.0,1.662579045863063,6132.689966178128,4319.0,1.4199328469965566
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,7,21510,19680,9656,19273,1,6113,6972,8475,19273,10,40,6,18.923076923076923,1.0865853658536586,108,257.5,13.0,80.0,52.5,28,136,39,7.795454545454546,1.5864747307373654,103,432.5,11.0,50.0,47.5,11,35,7,18.782608695652176,1.1029419395008562,108,272.5,11.0,80.0,50.0,2706.1189268771477,2343.0,1.1549803358417188,7213.123780837636,2964.0,2.4335775238993373,6303.208766272543,5052.0,1.2476660265780963,7688.833079268293,4319.0,1.780234563386963,10168.919467343056,4319.0,2.3544615576158963
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,10,11218,11086,7321,11086,1,5379,4641,11013,11086,5,5,3,29.5,1.059263936496482,89,202.5,8.0,70.0,42.5,19,57,12,10.925,1.488457860947958,158,317.5,7.0,65.0,75.0,5,5,3,29.5,1.059263936496482,89,202.5,8.0,70.0,42.5,3030.1492842535786,2343.0,1.2932775434287571,4295.692954104718,2964.0,1.449289120818056,7676.490028490029,5052.0,1.5194952550455323,8491.60833483673,4319.0,1.9661051944516623,9855.283923941228,4319.0,2.281843927747448
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,11,17077,13547,10203,12778,1,6301,9245,4625,12778,16,74,16,12.347826086956522,1.296744666715878,110,297.5,9.0,65.0,52.5,28,141,41,8.477777777777778,1.6676467705576792,108,407.5,10.0,55.0,52.5,9,57,8,14.583333333333334,1.3216465800594772,109,292.5,7.0,65.0,52.5,2559.801777495636,2343.0,1.0925317018760716,10161.621416982152,2964.0,3.4283473066741403,5638.706276358224,5052.0,1.1161334672126333,6845.903299623533,4319.0,1.5850667514756964,7488.421340986173,4319.0,1.733832216019026
C:\Users\JackM\5C_signalling\N1_0921_PKM2.lif,N1_0921_PKM2,0,MDL29951/5/R32,N1_0921_PKM2_S1_MDL29951_5_R32,12,34823,28228,19688,24154,4,16304,7292,16968,24154,24,110,32,16.116883116883116,1.2433045203344195,157,552.5,13.0,95.0,75.0,47,153,34,12.735849056603774,1.728514831369362,145,827.5,20.0,95.0,70.0,19,72,16,20.30434782608696,1.430860312991637,162,452.5,10.0,70.0,77.5,4755.3227428851815,2343.0,2.029587171525899,7146.99931431706,2964.0,2.4112683246683737,6959.618234219036,5052.0,1.3775966417694054,6272.286878276888,4319.0,1.452254428867073,6750.7206826366055,4319.0,1.5630286368688595
