t,cell_id,mean,area,dff
0,1,8.336095809936523,4103,
1,1,8.59956169128418,4103,
2,1,8.540579795837402,4103,
3,1,8.280770301818848,4103,
4,1,8.339019775390625,4103,
5,1,8.199366569519043,4103,
6,1,8.600536346435547,4103,
7,1,8.539605140686035,4103,
8,1,8.592005729675293,4103,
9,1,8.322203636169434,4103,
10,1,8.429441452026367,4103,
11,1,8.547891616821289,4103,
12,1,8.563246726989746,4103,
13,1,8.332683563232422,4103,
14,1,8.384596824645996,4103,
15,1,8.466975212097168,4103,
16,1,8.528393745422363,4103,
17,1,8.502071380615234,4103,
18,1,8.370460510253906,4103,
19,1,8.401901245117188,4103,
20,1,8.567146301269531,4103,
21,1,8.269071578979492,4103,
22,1,8.469412803649902,4103,
23,1,8.496222496032715,4103,
24,1,8.437972068786621,4103,
25,1,8.216426849365234,4103,
26,1,8.124055862426758,4103,
27,1,8.485498428344727,4103,
28,1,0.0,4103,
29,1,0.0,4103,
30,1,0.0021935170516371727,4103,
31,1,0.0,4103,
32,1,0.0021935170516371727,4103,
33,1,8.207653045654297,4103,
34,1,7.740677356719971,4103,
35,1,7.79649019241333,4103,
36,1,7.9568610191345215,4103,
37,1,7.915671348571777,4103,
38,1,7.551060199737549,4103,
39,1,7.628564357757568,4103,
40,1,7.784791469573975,4103,
41,1,7.183524131774902,4103,
42,1,7.282476425170898,4103,
43,1,7.420180320739746,4103,
44,1,7.371922969818115,4103,
45,1,7.275895595550537,4103,
46,1,7.001706123352051,4103,
47,1,7.263709545135498,4103,
48,1,7.2754082679748535,4103,
49,1,7.142334938049316,4103,
50,1,7.226419925689697,4103,
51,1,7.233974933624268,4103,
52,1,7.00779914855957,4103,
53,1,7.182305812835693,4103,
54,1,7.330977439880371,4103,
55,1,7.250548362731934,4103,
56,1,7.350475311279297,4103,
57,1,7.45649528503418,4103,
58,1,6.8167195320129395,4103,
59,1,7.045820236206055,4103,
60,1,7.3153791427612305,4103,
61,1,7.210821151733398,4103,
62,1,7.096514701843262,4103,
63,1,7.596636772155762,4103,
64,1,7.184499263763428,4103,
65,1,7.2425055503845215,4103,
66,1,7.34633207321167,4103,
67,1,7.348525524139404,4103,
68,1,7.271508693695068,4103,
69,1,7.408481597900391,4103,
70,1,7.202047348022461,4103,
71,1,7.086765766143799,4103,
72,1,7.278820514678955,4103,
73,1,7.054594039916992,4103,
74,1,7.335608005523682,4103,
75,1,7.372653961181641,4103,
76,1,7.461613655090332,4103,
77,1,7.193516731262207,4103,
78,1,7.280038833618164,4103,
79,1,7.086278438568115,4103,
80,1,7.139410018920898,4103,
81,1,7.2096028327941895,4103,
82,1,7.5776262283325195,4103,
83,1,7.090665340423584,4103,
84,1,7.368267059326172,4103,
85,1,7.184499263763428,4103,
86,1,7.317816257476807,4103,
87,1,7.320009708404541,4103,
88,1,0.0,4103,
89,1,0.0,4103,
90,1,0.0021935170516371727,4103,
91,1,0.0,4103,
92,1,7.752620220184326,4103,
93,1,7.5968804359436035,4103,
94,1,7.842554092407227,4103,
95,1,8.637094497680664,4103,
96,1,9.018279075622559,4103,
97,1,8.699488639831543,4103,
98,1,9.211552619934082,4103,
99,1,9.187423706054688,4103,
100,1,9.286131858825684,4103,
101,1,9.859858512878418,4103,
102,1,9.747989654541016,4103,
103,1,9.935656547546387,4103,
104,1,9.514501571655273,4103,
105,1,9.739214897155762,4103,
106,1,9.554471969604492,4103,
107,1,9.796733856201172,4103,
108,1,10.076285362243652,4103,
109,1,9.464781761169434,4103,
110,1,9.665367126464844,4103,
111,1,9.345356941223145,4103,
112,1,9.16475772857666,4103,
113,1,9.330245971679688,4103,
114,1,9.40043830871582,4103,
115,1,9.218377113342285,4103,
116,1,9.395320892333984,4103,
117,1,9.09164047241211,4103,
118,1,9.07945442199707,4103,
119,1,8.899341583251953,4103,
120,1,9.223982810974121,4103,
121,1,8.812819480895996,4103,
122,1,8.75627613067627,4103,
123,1,8.838167190551758,4103,
124,1,8.9661226272583,4103,
125,1,8.64440631866455,4103,
126,1,8.646356582641602,4103,
127,1,8.686083793640137,4103,
128,1,8.641481399536133,4103,
129,1,8.298562049865723,4103,
130,1,8.240798950195312,4103,
131,1,8.110406875610352,4103,
132,1,8.610284805297852,4103,
133,1,8.423105239868164,4103,
134,1,7.970753192901611,4103,
135,1,8.240311622619629,4103,
136,1,8.027297019958496,4103,
137,1,8.013404846191406,4103,
138,1,7.912746906280518,4103,
139,1,7.76090669631958,4103,
140,1,7.841092109680176,4103,
141,1,8.152327537536621,4103,
142,1,8.007067680358887,4103,
143,1,7.733121871948242,4103,
144,1,7.763343811035156,4103,
145,1,7.710455894470215,4103,
146,1,7.673165798187256,4103,
147,1,7.458688735961914,4103,
148,1,7.535461902618408,4103,
149,1,7.442846775054932,4103,
150,1,7.208627700805664,4103,
151,1,7.5047526359558105,4103,
152,1,7.606629371643066,4103,
153,1,7.324152946472168,4103,
154,1,7.584938049316406,4103,
155,1,7.548135280609131,4103,
156,1,7.158664226531982,4103,
157,1,7.171338081359863,4103,
158,1,7.544235706329346,4103,
159,1,7.290275573730469,4103,
160,1,7.621984004974365,4103,
161,1,0.0021935170516371727,4103,
162,1,0.0,4103,
163,1,0.0021935170516371727,4103,
164,1,0.0,4103,
165,1,7.407506465911865,4103,
166,1,8.156471252441406,4103,
167,1,8.196928977966309,4103,
168,1,8.137703895568848,4103,
169,1,8.589324951171875,4103,
170,1,8.768949508666992,4103,
171,1,9.305142402648926,4103,
172,1,9.031928062438965,4103,
173,1,9.171582221984863,4103,
174,1,9.357787132263184,4103,
175,1,9.191080093383789,4103,
176,1,9.162320137023926,4103,
177,1,9.21252727508545,4103,
178,1,9.141603469848633,4103,
179,1,9.377772331237793,4103,
180,1,9.266633987426758,4103,
181,1,9.564464569091797,4103,
182,1,9.002924919128418,4103,
183,1,9.465025901794434,4103,
184,1,9.223251342773438,4103,
185,1,8.793078422546387,4103,
186,1,8.973434448242188,4103,
187,1,9.05581283569336,4103,
188,1,8.873263359069824,4103,
189,1,8.830612182617188,4103,
190,1,8.571533203125,4103,
191,1,8.773823738098145,4103,
192,1,8.598830223083496,4103,
193,1,8.594443321228027,4103,
194,1,8.805020332336426,4103,
195,1,8.893248558044434,4103,
196,1,8.83719253540039,4103,
197,1,8.643675804138184,4103,
